 -0.78848044897600300      -0.61505981951563116      -0.86030990114673356       -1.6124767482875728     
 -0.79650179537695520      -0.60463616329267555      -0.96468537629322448       -1.5903918546838947     
 -0.79799351460622459      -0.60266603574982158       -1.0629630287216987       -1.5669228255052321     
 -0.79305756160265672      -0.60914670152997485       -1.1530658884480987       -1.5420957915675531     
 -0.78163755408128210      -0.62373290281163685       -1.2328122279682696       -1.5161685663991979     
 -0.76363687153076443      -0.64564597763689879       -1.3000789259665564       -1.4895831330179774     
 -0.73912828054470348      -0.67356468501475808       -1.3530403462370526       -1.4629391054245868     
 -0.70859566259054596      -0.70561475817748098       -1.3904993429830705       -1.4370567385608397     
 -0.67302959495327874      -0.73961555170035842       -1.4122107187344939       -1.4131222452421077     
 -0.63372458749735994      -0.77355875484755587       -1.4189641110137556       -1.3927508823069930     
 -0.59190331441174870      -0.80600897413638428       -1.4122992552829370       -1.3778048294921903     
 -0.54846753719061747      -0.83617184875362716       -1.3940290930279358       -1.3700497891950481     
 -0.50399253761051399      -0.86370800739191633       -1.3658405125086630       -1.3708747138740747     
 -0.45886096954508238      -0.88850808135218839       -1.3290775229015213       -1.3811774941072732     
 -0.41341112428534244      -0.91054447574905928       -1.2846670652960950       -1.4013734533506959     
 -0.36804525504302710      -0.92980787813414079       -1.2331212883504716       -1.4314486426230899     
 -0.32329155059499110      -0.94629940997228057       -1.1745749558143939       -1.4710055791737280     
 -0.27982754376547553      -0.96005028292802497       -1.1088416069385170       -1.5192780389106162     
 -0.23847233528759681      -0.97114929094474456       -1.0354867869705187       -1.5751095245765385     
 -0.20015154369463936      -0.97976495117791029      -0.95392355671726614       -1.6369009739188776     
 -0.16583542295362297      -0.98615344267197735      -0.86353659378188896       -1.7025423567576623     
 -0.13644642587575767      -0.99064745134973797      -0.76383633074339263       -1.7693527276065384     
 -0.11272621360876452      -0.99362608699924504      -0.65463290700871479       -1.8340647436829629     
 -9.50453798100651254E-002 -0.99547294075567949      -0.53620251953639797       -1.8929028143772793     
 -8.31454593252018842E-002 -0.99653742157211600      -0.40940334359191360       -1.9418182226856311     
 -7.58578650705153679E-002 -0.99711864103873993      -0.27570052000292167       -1.9769466429194615     
 -7.09749312167591850E-002 -0.99747809957852018      -0.13709339955778971       -1.9952898794970757     
 -6.55331017470476146E-002 -0.99785039588878810       4.02155135715301371E-003  -1.9954285383074932     
 -5.65281100359331448E-002 -0.99840100800017495       0.14503205189138915       -1.9778771440667111     
 -4.16391215797938669E-002 -0.99913271568599094       0.28335538873065624       -1.9448486182000972     
 -1.95369745669682245E-002 -0.99980913509767932       0.41672736188251946       -1.8996276883306566     
  1.02098497046617838E-002 -0.99994787812615926       0.54343759999481900       -1.8459196071576309     
  4.73803135562976679E-002 -0.99887692229188418       0.66242597274765125       -1.7873684169257029     
  9.13294777934622326E-002 -0.99582073009451533       0.77323179673353282       -1.7272639797210017     
  0.14116070637373199      -0.98998669434294373       0.87584299905525043       -1.6683980215038541     
  0.19585299271061940      -0.98063326745847967       0.97050307256492152       -1.6130233794793138     
  0.25435778051667424      -0.96711018994250675        1.0575183019791088       -1.5628728748802176     
  0.31566956586573997      -0.94886918233554995        1.1370860200093729       -1.5191980426101295     
  0.37886502035095321      -0.92545194167740108        1.2091473267729571       -1.4827950062637989     
  0.44309763881664710      -0.89647335848596876        1.2732594807682076       -1.4539958389005188     
  0.50752823085674359      -0.86163512862662694        1.3284876109323602       -1.4326217276513842     
  0.57117258685488226      -0.82082999215763430        1.3733403879971640       -1.4179286597248604     
  0.63268538584525635      -0.77440893753742224        1.4058313245435068       -1.4086370963843797     
  0.69022230909256177      -0.72359737702048932        1.4238137089576219       -1.4031881789329499     
  0.74166741485103493      -0.67076780315410400        1.4256607623395454       -1.4002560488383382     
  0.78531801482039676      -0.61909257433646470        1.4109747982338572       -1.3991910228471141     
  0.82051130026203056      -0.57163030547925986        1.3807376481128111       -1.3999698730321906     
  0.84761981517934082      -0.53060404155579155        1.3368226692354490       -1.4027740751979467     
  0.86757378928655360      -0.49730847584067045        1.2813932184000369       -1.4076674600266841     
  0.88139423559181229      -0.47238141524146027        1.2165561209660161       -1.4145419698139858     
  0.88993530697843271      -0.45608677835824474        1.1442470111832057       -1.4232090855689017     
  0.89378953109651238      -0.44848664874472732        1.0662116812157982       -1.4335097967713319     
  0.89327242096957560      -0.44951571934155232       0.98400062629581297       -1.4453914107600547     
  0.88843763672889953      -0.45899734818794746       0.89895132627334684       -1.4589420778266224     
  0.87910335279349527      -0.47663119401402526       0.81216103178613441       -1.4743880409753214     
  0.86488437051472600      -0.50197114024547884       0.72446206935247048       -1.4920628417238302     
  0.84522864141140774      -0.53440485003209492       0.63641161393347656       -1.5123595775298870     
  0.81945637634492863      -0.57314155953624468       0.54830334399938851       -1.5356778097885759     
  0.78679770896724277      -0.61721095677563753       0.46020220305024789       -1.5623751623583617     
  0.74642250282595068      -0.66547234899358787       0.37199784596369573       -1.5927296899370731     
  0.69745406433205182      -0.71662949154127209       0.28346887189921982       -1.6269131069306468     
  0.63895733753568695      -0.76924217305690290       0.19434936518117824       -1.6649674383692152     
  0.56989130615574046      -0.82172008565453969       0.10439145276670508       -1.7067680428267975     
  0.48901495882154439      -0.87227539805313969       1.34222150422018127E-002  -1.7519409834118238     
  0.39474016775042498      -0.91879279490229260      -7.85986040637818850E-002  -1.7996732675530480     
  0.28495464429272088      -0.95854100105108120      -0.17149562739063368       -1.8482899260182271     
  0.15699098029380421      -0.98760003650586725      -0.26469385861296968       -1.8943425008452013     
  8.56109933124505479E-003 -0.99996335311762330      -0.35671724722544901       -1.9308616985543352     
 -0.15785173474993600      -0.98746282453388379      -0.44404346691676377       -1.9456351954773121     
 -0.32702634411284753      -0.94501522223516876      -0.52060254294580344       -1.9261004658533694     
 -0.47678747147589773      -0.87901860449231672      -0.58210100336320048       -1.8734576725107761     
 -0.59749102447648561      -0.80187559862489877      -0.62987172184216289       -1.8013512063503261     
 -0.69194891637295441      -0.72194646417189001      -0.66747623846625237       -1.7216469633395532     
 -0.76575121473846541      -0.64313690387550049      -0.69772046365660556       -1.6408201286052932     
 -0.82358192036294486      -0.56719733819128948      -0.72239665254990904       -1.5620649382153351     
 -0.86889398888169966      -0.49499821826472135      -0.74266250331253847       -1.4869990307900955     
 -0.90422807914076009      -0.42704985762017444      -0.75933302659595003       -1.4164968868986683     
 -0.93151360691430785      -0.36370647524273791      -0.77304588462485047       -1.3510706334905405     
 -0.95227301632046679      -0.30524760832465175      -0.78434880589845124       -1.2910475168020987     
 -0.96775045442035845      -0.25191081352174965      -0.79374370846025233       -1.2366552739582504     
 -0.97899081607447014      -0.20390434532359281      -0.80170637843736969       -1.1880640011577959     
 -0.98688718848513057      -0.16141151509082091      -0.80869166685282878       -1.1454066147077813     
 -0.99220808816822537      -0.12459177249543872      -0.81512974824426099       -1.1087885320561339     
 -0.99561169019903528      -9.35807797521492762E-002 -0.82141688203961805       -1.0782919906207489     
 -0.99765176764215269      -6.84905140912828031E-002 -0.82790314792621311       -1.0539779092945565     
 -0.99877858804991837      -4.94098376136924006E-002 -0.83487917247802956       -1.0358868933910648     
 -0.99933709415623873      -3.64056622431843321E-002 -0.84256359664690361       -1.0240402457196291     
 -0.99956405189727282      -2.95246702726041019E-002 -0.85109277459166421       -1.0184413906364784     
 -0.99958532443341430      -2.87954714728870069E-002 -0.86051385706071815       -1.0190778185652731     
 -0.99941394555937879      -3.42310593092739687E-002 -0.87078197327286921       -1.0259234590510904     
 -0.99894918691072287      -4.58314517597435481E-002 -0.88176170509254526       -1.0389412614510556     
 -0.99797633432602750      -6.35864460807883253E-002 -0.89323249579255048       -1.0580856810172827     
 -0.99616641126255290      -8.74784606190937980E-002 -0.90489711181698940       -1.0833047080030016     
 -0.99307460264630565      -0.11748546113831355      -0.91639182658010987       -1.1145410021463267     
 -0.98813560237826903      -0.15358395525749258      -0.92729663236686066       -1.1517315494177707     
 -0.98065344086771455      -0.19575195762574601      -0.93714346345537425       -1.1948049501469524     
 -0.96978237345583873      -0.24397161337819637      -0.94541999899887585       -1.2436748066864995     
 -0.95449383546161970      -0.29823064575218716      -0.95156584692570456       -1.2982263591845666     
 -0.93352184635032420      -0.35852051878055990      -0.95495630656229802       -1.3582907743470183     
 -0.90527502322302222      -0.42482600241576141      -0.95486556167127035       -1.4235956347616856     
 -0.86769755212088573      -0.49709250451341835      -0.95039437757748979       -1.4936672558790147     
 -0.81805838036304857      -0.57513518960135424      -0.94033447696888894       -1.5676313136234277     
 -0.75267421018544689      -0.65839314495346446      -0.92292215950620127       -1.6437944011694681     
 -0.66675329868170363      -0.74527849740688679      -0.89543587991110818       -1.7187795385168883     
 -0.55532059264818623      -0.83163636246911854      -0.85381565130341674       -1.7860475421806781     
 -0.41776525003388321      -0.90855500431406300      -0.79353431108848638       -1.8352683433537802     
 -0.26482706369456066      -0.96429592259581665      -0.71356075462991386       -1.8579614498595323     
 -0.11388324277158011      -0.99349414040336914      -0.61882897068546650       -1.8566452348599047     
  2.44888594777858577E-002 -0.99970010291160682      -0.51572170272217066       -1.8412299885886436     
  0.14785365344970031      -0.98900925029120734      -0.40835126860585241       -1.8200544263684026     
  0.25689431212970432      -0.96643950270847578      -0.29879098057414416       -1.7978322230715049     
  0.35278793435272199      -0.93570330413819713      -0.18799873498555014       -1.7768630857885197     
  0.43653150028002247      -0.89968897362548172      -7.63559245360592720E-002  -1.7581448487090694     
  0.50889786204047149      -0.86082690827519870       3.60552700576750040E-002  -1.7419738217958618     
  0.57052467770348103      -0.82128045887585754       0.14928086803905039       -1.7282278955111881     
  0.62199809068232159      -0.78301875787719577       0.26335802489390336       -1.7164946832289314     
  0.66389899628200721      -0.74782225343710074       0.37818618503660162       -1.7061375405374617     
  0.69680971164008043      -0.71725603919665115       0.49340470137473758       -1.6963507239942737     
  0.72128874330134007      -0.69263449869810378       0.60828827073038061       -1.6862294328632996     
  0.73782571851115986      -0.67499126594607928       0.72167672787888604       -1.6748608624943286     
  0.74679099366843671      -0.66505880324653166       0.83195344753494982       -1.6614258824153660     
  0.74839684200880385      -0.66325120947590399       0.93707891419879552       -1.6452894346148701     
  0.74269233629976228      -0.66963280505184397        1.0346787297794093       -1.6260552776144395     
  0.72962473156652741      -0.68384775431851264        1.1221876773979420       -1.6035728945425700     
  0.70920911583949708      -0.70499817730981318        1.1970710200462797       -1.5779189998497112     
  0.68181549850396428      -0.73152418005134368        1.2571664268091438       -1.5494308430015657     
  0.64844397546574539      -0.76126237965774968        1.3011421724023680       -1.5188803993191629     
  0.61069745357078375      -0.79186401623142366        1.3288793854795653       -1.4877193982468033     
  0.57033105581464916      -0.82141492972391705        1.3414589370542895       -1.4580952190174234     
  0.52872730372472276      -0.84879175201929513        1.3407069326602339       -1.4324775255256825     
  0.48669947018992615      -0.87356947389251483        1.3286314228546714       -1.4131531903648793     
  0.44461539031531100      -0.89572158324714024        1.3070406386526154       -1.4019060269337662     
  0.40262044603824071      -0.91536701733892956        1.2773735879948829       -1.3999358366380905     
  0.36082117839704181      -0.93263501822533457        1.2406571127886079       -1.4079125461533017     
  0.31940131636977048      -0.94761954343568588        1.1975180735491446       -1.4260659466626093     
  0.27868421757606593      -0.96038279184605135        1.1482164465767308       -1.4542589936710990     
  0.23915889753359745      -0.97098044353659063        1.0926882423620528       -1.4920252185000362     
  0.20148045080326954      -0.97949253593078045        1.0305984049197690       -1.5385662503564101     
  0.16644999742981686      -0.98604989648374997       0.96140925396221499       -1.5927127191896222     
  0.13497558991132919      -0.99084892396777047       0.88447212581430634       -1.6528571887722494     
  0.10801235413524361      -0.99414955180504039       0.79914846612034096       -1.7168741706676629     
  8.64751976486618640E-002 -0.99625400385224294       0.70496022340048659       -1.7820505888033131     
  7.11083872785108900E-002 -0.99746859462273263       0.60175664623672209       -1.8450607284138734     
  6.22844198982143646E-002 -0.99805844069269956       0.48986670112433828       -1.9020348744460711     
  5.97069015529530234E-002 -0.99821595153901743       0.37019140577510312       -1.9487943926147266     
  6.20613077758607398E-002 -0.99807233910030280       0.24419787124879214       -1.9813455830392757     
  6.68441709822574226E-002 -0.99776342727406819       0.11382415923421138       -1.9966592580311326     
  7.07303733350739816E-002 -0.99749547081071055      -1.86484216881234871E-002  -1.9934931771334718     
  7.04772533085193109E-002 -0.99751338676034162      -0.15074145504827602       -1.9727376087077619     
  6.37498531325718654E-002 -0.99796590935040241      -0.28000219293940404       -1.9370263604510385     
  4.93596443598363840E-002 -0.99878106985899096      -0.40429400755225636       -1.8899591463997134     
  2.70477875735257479E-002 -0.99963414166752895      -0.52203521272196651       -1.8354019675537019     
 -2.83488340643671486E-003 -0.99999598170996262      -0.63229064165944593       -1.7770323054440138     
 -3.95779924817070208E-002 -0.99921648430713850      -0.73471516577186402       -1.7180936019775859     
 -8.22782105069019692E-002 -0.99660939995355347      -0.82940355777700492       -1.6612925691902418     
 -0.12995301776211035      -0.99152015268199201      -0.91670565888698463       -1.6087885559580992     
 -0.18162554822019480      -0.98336776448779006      -0.99704755315541993       -1.5622347214540846     
 -0.23639024047939450      -0.97165819823953214       -1.0707778713077483       -1.5228362833632487     
 -0.29345910500166900      -0.95597162807879366       -1.1380416550450358       -1.4913969881078490     
 -0.35218206792777651      -0.93593150979658501       -1.1986746188466637       -1.4683320744458306     
 -0.41202858575826495      -0.91117091948659346       -1.2521080840181393       -1.4536342238708049     
 -0.47250877012793358      -0.88132596815944764       -1.2972804773189606       -1.4467918212551045     
 -0.53300409782600600      -0.84611265898855659       -1.3325722770894064       -1.4466879887427939     
 -0.59249704905159484      -0.80557262047884426       -1.3558342721698406       -1.4515728401398946     
 -0.64930521062113555      -0.76052793733053803       -1.3646645845125187       -1.4592846662324703     
 -0.70115064996971044      -0.71301315979934943       -1.3570807377482850       -1.4678348075723791     
 -0.74584912613987731      -0.66611491578884607       -1.3323626650528033       -1.4760543386297371     
 -0.78218141543951747      -0.62305074700302943       -1.2913874500080431       -1.4836953974593006     
 -0.81011647429587375      -0.58626896393585670       -1.2361796643182192       -1.4909623695203025     
 -0.83035954268010548      -0.55722798734457513       -1.1692128878257073       -1.4980671927796143     
 -0.84380805041255313      -0.53664510997396231       -1.0929580629778826       -1.5051100144690586     
 -0.85122950758824911      -0.52479360267734487       -1.0097009384094879       -1.5121571657145219     
 -0.85313769417834895      -0.52168580081505955      -0.92148108208249346       -1.5193476580240959     
 -0.84977123612993055      -0.52715163496494033      -0.83005870998041309       -1.5269573242430143     
 -0.84111450830751200      -0.54085708270726418      -0.73688256002767494       -1.5354100983669570     
 -0.82693540574396363      -0.56229692754546168      -0.64306341207180340       -1.5452471246271984     
 -0.80683064824252870      -0.59078279008155010      -0.54936539938820017       -1.5570703485404069     
 -0.78027386196742721      -0.62543800678439443      -0.45622375857754499       -1.5714779269214922     
 -0.74666134935016093      -0.66520435159926372      -0.36379026870286124       -1.5890061353191096     
 -0.70534887774164368      -0.70886032521830689      -0.27200057110775844       -1.6100868478737069     
 -0.65567165739737299      -0.75504614275273396      -0.18065337513969226       -1.6350220694240050     
 -0.59693937099079042      -0.80228634997806081      -8.94911806255633824E-002  -1.6639686197823411     
 -0.52839837558714198      -0.84899655869554003       1.72481131223001238E-003  -1.6969171957316092     
 -0.44915381198953291      -0.89345444941265550       9.31473328778268939E-002  -1.7336386365261425     
 -0.35804732554809493      -0.93370343935740996       0.18477661923012834       -1.7735499521056672     
 -0.25350353942363540      -0.96733445896426606       0.27637305764338876       -1.8154092150327807     
 -0.13344445876330049      -0.99105629326762756       0.36728965454971829       -1.8566574414673194     
  4.26364517723902721E-003 -0.99999091062359291       0.45606780882949444       -1.8921080541123199     
  0.15921709585877578      -0.98724359526223182       0.53951244151233124       -1.9121086935734626     
  0.32177096611082540      -0.94681753541435110       0.61178031748793260       -1.9038413470898128     
  0.47170207383527257      -0.88175799034627589       0.66725032102062154       -1.8624520726281757     
  0.59480566939937840      -0.80386952650934429       0.70600604346716245       -1.7976675325483908     
  0.69088539597198295      -0.72296429347004154       0.73212024138174892       -1.7221137755416847     
  0.76523136471667497      -0.64375535605838274       0.74938463768291752       -1.6436297887959728     
  0.82292190990397673      -0.56815449500993231       0.76030703081364592       -1.5661922582816952     
  0.86777860386412986      -0.49695099826403560       0.76648581923856873       -1.4918076571766650     
  0.90258422755187750      -0.43051331242434387       0.76900582625504377       -1.4215515612861029     
  0.92940779154136655      -0.36905440929786998       0.76867619666569342       -1.3560525624920503     
  0.94984153444137265      -0.31273160929151161       0.76615969443633769       -1.2957173577397609     
  0.96515373639512780      -0.26168352092274377       0.76204081940325508       -1.2408388420802468     
  0.97638402348296349      -0.21604221505812182       0.75685963359389019       -1.1916492272530066     
  0.98440172363425904      -0.17593534751692139       0.75112544128474235       -1.1483458452457296     
  0.98994050940004630      -0.14148423180261746       0.74531798467251908       -1.1111026208588122     
  0.99361765993306361      -0.11280046927713869       0.73988072004245198       -1.0800737322876222     
  0.99594336049245669      -8.99823465519350718E-002  0.73520932530632921       -1.0553930171453150     
  0.99732376676587875      -7.31115876172784979E-002  0.73163796152630878       -1.0371712605080188     
  0.99806054209081851      -6.22507375167674210E-002  0.72942548905394600       -1.0254927674759449     
  0.99834888650635978      -5.74412814229590465E-002  0.72874356337231649       -1.0204121894662852     
  0.99827552086454496      -5.87025079755672599E-002  0.72966817746399470       -1.0219522653444955     
  0.99781756617134121      -6.60310884349270266E-002  0.73217573469816888       -1.0301028790042699     
  0.99684272872201873      -7.94013488175095566E-002  0.73614414615459212       -1.0448215936059304     
  0.99511066221178535      -9.87662389302242788E-002  0.74135880210418748       -1.0660355879183612     
  0.99227484040974290      -0.12405902260544864       0.74752263735844959       -1.0936446862275644     
  0.98788374521539646      -0.15519570206420558       0.75426895866578159       -1.1275249320605982     
  0.98137963732637434      -0.19207812848201655       0.76117526927836954       -1.1675318876590361     
  0.97209256455456561      -0.23459762560121480       0.76777600393261058       -1.2135024948584960     
  0.95922643242382599      -0.28263872936924117       0.77357179557680888       -1.2652537892055955     
  0.94183265052438936      -0.33608221971149188       0.77803244321553566       -1.3225757534386910     
  0.91876463669014363      -0.39480570204548515       0.78058977696441711       -1.3852135514387418     
  0.88860264065411987      -0.45867782486460479       0.78061445262079543       -1.4528300019709466     
  0.84953220513295236      -0.52753675932767319       0.77736608470027635       -1.5249293856597994     
  0.79915188908269219      -0.60112915265819911       0.76989670895362095       -1.6007011282735699     
  0.73418798960470677      -0.67894623934461773       0.75687028270956214       -1.6786889630388218     
  0.65017351318568128      -0.75978576108781404       0.73624162464341381       -1.7560750163696821     
  0.54162067787636237      -0.84062300783213739       0.70480325533908139       -1.8272188959305136     
  0.40493019854386747      -0.91434760037265039       0.65822325426837791       -1.8817371950664015     
  0.24689192739306473      -0.96904302081390470       0.59376181734414823       -1.9069562787676044     
  8.69679563848088644E-002 -0.99621110943526925       0.51460214282517702       -1.9001629901166939     
 -5.91740323999692813E-002 -0.99824768163493738       0.42725715067864811       -1.8719665747171099     
 -0.18755415395353653      -0.98225426409599925       0.33628710605617235       -1.8340701680984077     
 -0.29952509545240386      -0.95408842210469591       0.24390725311431111       -1.7935413883459645     
 -0.39723441042837532      -0.91771718038381578       0.15112302277043904       -1.7539612389310846     
 -0.48244417930927830      -0.87592671716907744       5.83619209992737309E-002  -1.7170740062148524     
 -0.55645212345304096      -0.83087967498585602      -3.42643894608612998E-002  -1.6837102387370109     
 -0.62022995761627742      -0.78442004033254453      -0.12683910777356106       -1.6542277600565547     
 -0.67456168746998868      -0.73821848378216681      -0.21956333747693052       -1.6287107642111409     
 -0.72014099735186288      -0.69382774802760971      -0.31268666852141375       -1.6070533334758759     
 -0.75762609788317814      -0.65268882004084383      -0.40643233301438680       -1.5889916233674621     
 -0.78765806706033747      -0.61611262719958348      -0.50091519572295362       -1.5741202084520456     
 -0.81085023719682969      -0.58525369955075468      -0.59605792615163100       -1.5619134474240162     
 -0.82775677095878242      -0.56108709496110309      -0.69151517376798821       -1.5517627367303461     
 -0.83882868185136750      -0.54439548354435963      -0.78661678598026785       -1.5430315123003551     
 -0.84436485160468355      -0.53576860431962670      -0.88033833315293752       -1.5351213491626563     
 -0.84446422653241016      -0.53561195851756183      -0.97130083989936267       -1.5275355813381912     
 -0.83898461887499876      -0.54415513347865530       -1.0577937783639100       -1.5199228065052606     
 -0.82751650353197526      -0.56144139176072017       -1.1378100096636059       -1.5120821967194278     
 -0.80939273460389671      -0.58726774232067780       -1.2090849873434935       -1.5039171317275253     
 -0.78378447286028130      -0.62103292996678605       -1.2691565114968457       -1.4953406470262807     
 -0.74997123567898427      -0.66147044201093175       -1.3155189494223185       -1.4861860193342218     
 -0.70783634100384729      -0.70637646786560304       -1.3460097966106277       -1.4762690841173116     
 -0.65836404568245943      -0.75269966344659966       -1.3594663280392845       -1.4657603829327108     
 -0.60357858480477200      -0.79730351307708958       -1.3562665116951362       -1.4556809767812213     
 -0.54576750558131992      -0.83793665026154807       -1.3381672757123884       -1.4479387849268539     
 -0.48671178729388898      -0.87356261144189784       -1.3075268280881800       -1.4447566842454123     
 -0.42750489135487735      -0.90401303523104937       -1.2665729225325499       -1.4480395410702633     
 -0.36878144391314205      -0.92951613575307990       -1.2170512364822996       -1.4590804463091054     
 -0.31099943267115171      -0.95041009720973701       -1.1601555316867835       -1.4785520473562430     
 -0.25463107029554227      -0.96703827123860331       -1.0965753479538904       -1.5066027560950126     
 -0.20025942271669742      -0.97974290689607701       -1.0265764606679242       -1.5429481561538505     
 -0.14860991938877463      -0.98889589535969957      -0.95008909849642320       -1.5869185750775592     
 -0.10054006086309833      -0.99493301089150943      -0.86680463033033284       -1.6374581929499201     
 -5.70012847450211343E-002 -0.99837410500143531      -0.77628970926601282       -1.6930856727402412     
 -1.89804943306570405E-002 -0.99981985419122577      -0.67812662037445370       -1.7518347373693817     
  1.25767877748003479E-002 -0.99992090907694675      -0.57208169651668506       -1.8112004273355942     
  3.68678342229532482E-002 -0.99932015030204857      -0.45828975876192690       -1.8681233260037835     
  5.33779313157272256E-002 -0.99857438203092985      -0.33742243425173685       -1.9190498430141854     
  6.21011258033125832E-002 -0.99806986237134776      -0.21078725849299970       -1.9601155628015032     
  6.38497015953337493E-002 -0.99795952603609472      -8.02974958555523338E-002  -1.9875157828841101     
  6.05489955583766171E-002 -0.99816522637130156       5.17131669125959273E-002  -1.9981261896754410     
  5.52033945087731723E-002 -0.99847513000310062       0.18276940534660566       -1.9903052126679297     
  5.12468875251844772E-002 -0.99868601498117571       0.31050167764763437       -1.9644949783888284     
  5.15680477141778684E-002 -0.99866948308985004       0.43281152118762162       -1.9231441522581858     
  5.79116641670184909E-002 -0.99832171125013924       0.54800956118005206       -1.8699891084512745     
  7.08988292985923141E-002 -0.99748351164522464       0.65493999591018071       -1.8092075507761196     
  9.03554129289503155E-002 -0.99590958392538775       0.75303166198846416       -1.7448155786486330     
  0.11564114841119047      -0.99329105744194690       0.84224288429681415       -1.6803499467724019     
  0.14588276798635702      -0.98930188416106779       0.92292655565035331       -1.6187484283987739     
  0.18012498165375562      -0.98364373173636099       0.99566356483918717       -1.5623464354935657     
  0.21743021223275363      -0.97607586939152413        1.0611027805253632       -1.5129339488786004     
  0.25694716941197465      -0.96642545089167331        1.1198271896370762       -1.4718342663038388     
  0.29795746628649272      -0.95457914720788528        1.1722505213036345       -1.4399775958547603     
  0.33990320299166737      -0.94046042585321221        1.2185398440290693       -1.4179514237018749     
  0.38239491071888920      -0.92399898931562297        1.2585564434072085       -1.4060165913150264     
  0.42519592621865571      -0.90510133373399659        1.2918081344125678       -1.4040835785175876     
  0.46817423378620232      -0.88363617333080158        1.3174102337237248       -1.4116496356687578     
  0.51120592289736833      -0.85945826215974552        1.3340612057619849       -1.4277092484869072     
  0.55401181342131900      -0.83250880511236736        1.3400577351290230       -1.4506769124801657     
  0.59593357221845833      -0.80303373372663966        1.3334088501656041       -1.4784078629444979     
  0.63574694451022407      -0.77189754666400778        1.3121424536096065       -1.5084361507236914     
  0.67173403619777172      -0.74079240318286921        1.2748385682971186       -1.5384545643521375     
  0.70214464099312413      -0.71203434125373255        1.2211805973213514       -1.5667867475319732     
  0.72574841031368686      -0.68796020591830476        1.1521370724300077       -1.5925002596575817     
  0.74201377908179778      -0.67038462963641188        1.0696670021290036       -1.6151826850042128     
  0.75088505753934720      -0.66043291132720761       0.97624089640057377       -1.6347094356729155     
  0.75246166908253020      -0.65863604256184827       0.87444958149242979       -1.6511676285710164     
  0.74677989464171901      -0.66507126607522526       0.76675086894878119       -1.6648718262797226     
  0.73371805318099170      -0.67945405910649714       0.65530803864418530       -1.6763752543974477     
  0.71298333225361654      -0.70118098086623049       0.54188684060895698       -1.6864352579677759     
  0.68414210685557497      -0.72934873526127053       0.42780411588419770       -1.6959359451832507     
  0.64666870248324082      -0.76277099396125558       0.31392992283435145       -1.7057900311592158     
  0.59999488449028637      -0.80000383660673025       0.20074029958592854       -1.7168439406776903     
  0.54354530245357979      -0.83937983307954600       8.84093695304508653E-002  -1.7298018019023020     
  0.47674607287421522      -0.87904105819865630      -2.30754129004842046E-002  -1.7451695026905640     
